player,fname,lname,posd,start,cteam,comb_player
EC-0150,Emmett,Cleary,RT,2013,DAL,"Emmett Cleary, DAL RT"
EC-0800,Eric,Crume,LDT,2015,CAR,"Eric Crume, CAR LDT"
ED-0200,Eric,Decker,SWR,2010,NYJ,"Eric Decker, NYJ SWR"
ED-0400,Ed,Dickson,TE,2010,CAR,"Ed Dickson, CAR TE"
ED-1000,Elvis,Dumervil,SLB,2006,BAL,"Elvis Dumervil, BAL SLB"
EE-0050,Eric,Ebron,TE,2014,DET,"Eric Ebron, DET TE"
EE-0250,Ezekiel,Elliott,RB,2016,DAL,"Ezekiel Elliott, DAL RB"
EF-0010,Ego,Ferguson,DE,2014,CHI,"Ego Ferguson, CHI DE"
EF-0050,Eric,Fisher,LT,2013,KC,"Eric Fisher, KC LT"
EF-0075,Ereck,Flowers,LT,2015,NYG,"Ereck Flowers, NYG LT"
EG-0050,E.J.,Gaines,RCB,2014,LA,"E.J. Gaines, LA RCB"
EG-0350,Eddie,Goldman,NT,2015,CHI,"Eddie Goldman, CHI NT"
EG-0900,Everson,Griffen,RDE,2010,MIN,"Everson Griffen, MIN RDE"
EH-0150,Eli,Harold,ROLB,2015,SF,"Eli Harold, SF ROLB"
EH-0175,Erik,Harris,WLB,2016,NO,"Erik Harris, NO WLB"
EH-0600,Erin,Henderson,ILB,2008,NYJ,"Erin Henderson, NYJ ILB"
EJ-0150,Edwin,Jackson,ILB,2015,IND,"Edwin Jackson, IND ILB"
EK-0250,Eric,Kendricks,MLB,2015,MIN,"Eric Kendricks, MIN MLB"
EK-0800,Eric,Kush,RG,2013,CHI,"Eric Kush, CHI RG"
EL-0010,Eddie,Lacy,RB,2013,GB,"Eddie Lacy, GB RB"
EL-0060,Emmanuel,Lamur,WLB,2012,MIN,"Emmanuel Lamur, MIN WLB"
EL-0125,Eric,Lee,LDE,2016,HOU,"Eric Lee, HOU LDE"
EM-0200,Eli,Manning,QB,2004,NYG,"Eli Manning, NYG QB"
EM-0250,E.J.,Manuel,QB,2013,BUF,"E.J. Manuel, BUF QB"
EM-0400,Evan,Mathis,RG,2005,ARI,"Evan Mathis, ARI RG"
EM-1200,Earl,Mitchell,CC,2010,MIA,"Earl Mitchell, MIA CC"
EM-2100,Eric,Murray,FS,2016,KC,"Eric Murray, KC FS"
EO-0075,Emmanuel,Ogbah,LDE,2016,CLE,"Emmanuel Ogbah, CLE LDE"
EO-0250,Earl,Okine,RDE,2013,KC,"Earl Okine, KC RDE"
EP-0350,Elijhaa,Penny,RB,2016,ARI,"Elijhaa Penny, ARI RB"
EP-0525,Eric,Pinkins,SS,2014,NYG,"Eric Pinkins, NYG SS"
EP-0550,Eddie,Pleasant,SS,2012,HOU,"Eddie Pleasant, HOU SS"
ER-0150,Eric,Reid,FS,2013,SF,"Eric Reid, SF FS"
ER-0175,Ed,Reynolds,FS,2014,CLE,"Ed Reynolds, CLE FS"
ER-0250,Elandon,Roberts,SLB,2016,NE,"Elandon Roberts, NE SLB"
ER-0350,Edmond,Robinson,SLB,2015,MIN,"Edmond Robinson, MIN SLB"
ER-0462,Eli,Rogers,LWR,2015,PIT,"Eli Rogers, PIT LWR"
ER-0468,Eric,Rogers,LWR,2013,SF,"Eric Rogers, SF LWR"
ER-0475,Eric,Rowe,RCB,2015,NE,"Eric Rowe, NE RCB"
ER-0500,Eddie,Royal,RWR,2008,CHI,"Eddie Royal, CHI RWR"
ES-0200,Emmanuel,Sanders,RWR,2010,DEN,"Emmanuel Sanders, DEN RWR"
ES-0600,Elijah,Shumate,SS,2016,JAC,"Elijah Shumate, JAC SS"
ES-0800,Eugene,Sims,RDE,2010,LA,"Eugene Sims, LA RDE"
ES-1125,Evan,Smith,LG,2009,TB,"Evan Smith, TB LG"
ES-1475,Ed,Stinson,LDE,2014,ARI,"Ed Stinson, ARI LDE"
ES-1800,Erik,Swoope,TE,2014,IND,"Erik Swoope, IND TE"
ET-0200,Earl,Thomas,FS,2010,SEA,"Earl Thomas, SEA FS"
ET-0375,Eric,Tomlinson,TE,2015,NYJ,"Eric Tomlinson, NYJ TE"
EW-0100,Erik,Walden,SLB,2008,IND,"Erik Walden, IND SLB"
EW-0150,Eric,Wallace,TE,2016,CAR,"Eric Wallace, CAR TE"
EW-0350,Earl,Watford,LT,2013,ARI,"Earl Watford, ARI LT"
EW-0400,Eric,Weddle,SS,2007,BAL,"Eric Weddle, BAL SS"
EW-0500,Eric,Weems,LWR,2007,ATL,"Eric Weems, ATL LWR"
EW-0550,Ethan,Westbrooks,LDE,2014,LA,"Ethan Westbrooks, LA LDE"
EW-1500,Eric,Winston,RT,2006,CIN,"Eric Winston, CIN RT"
EW-1550,Earl,Wolff,SS,2013,WAS,"Earl Wolff, WAS SS"
EW-1600,Eric,Wood,C,2009,BUF,"Eric Wood, BUF C"
FB-0450,Freddie,Bishop,OLB,2013,NYJ,"Freddie Bishop, NYJ OLB"
FC-0150,Frank,Clark,LDE,2015,SEA,"Frank Clark, SEA LDE"
FC-0350,Fahn,Cooper,LG,2016,SF,"Fahn Cooper, SF LG"
FC-0400,Fletcher,Cox,RDT,2012,PHI,"Fletcher Cox, PHI RDT"
FG-0200,Frank,Gore,RB,2005,IND,"Frank Gore, IND RB"
FH-0100,Frankie,Hammond,SWR,2013,NYJ,"Frankie Hammond, NYJ SWR"
FH-0300,Farrington,Huguenin,LDE,2016,PIT,"Farrington Huguenin, PIT LDE"
FM-0050,Freddie,Martino,LWR,2014,TB,"Freddie Martino, TB LWR"
FR-0200,Frostee,Rucker,RDT,2006,ARI,"Frostee Rucker, ARI RDT"
FT-0300,Fitzgerald,Toussaint,RB,2014,PIT,"Fitzgerald Toussaint, PIT RB"
FW-0750,Fozzy,Whittaker,RB,2012,CAR,"Fozzy Whittaker, CAR RB"
FW-0762,Frankie,Williams,RES,2016,IND,"Frankie Williams, IND RES"
FZ-0100,Frank,Zombo,LOLB,2010,KC,"Frank Zombo, KC LOLB"
GA-0250,Geronimo,Allison,RWR,2016,GB,"Geronimo Allison, GB RWR"
GA-0400,Geno,Atkins,RDT,2010,CIN,"Geno Atkins, CIN RDT"
GA-0500,George,Atkinson,RB,2014,CLE,"George Atkinson, CLE RB"
GB-0200,Gary,Barnidge,TE,2008,CLE,"Gary Barnidge, CLE TE"
GB-0350,Giovani,Bernard,RB,2013,CIN,"Giovani Bernard, CIN RB"
GC-0350,Garrett,Celek,TE,2012,SF,"Garrett Celek, SF TE"
GC-0400,Gosder,Cherilus,RT,2008,TB,"Gosder Cherilus, TB RT"
GC-0475,Gerald,Christian,TE,2015,BUF,"Gerald Christian, BUF TE"
GD-0050,Geremy,Davis,RWR,2015,SD,"Geremy Davis, SD RWR"
GD-0400,Glenn,Dorsey,NT,2008,SF,"Glenn Dorsey, SF NT"
GD-0600,Greg,Ducre,RCB,2014,PIT,"Greg Ducre, PIT RCB"
GE-0250,Gavin,Escobar,TE,2013,DAL,"Gavin Escobar, DAL TE"
GF-0025,George,Fant,LT,2016,SEA,"George Fant, SEA LT"
GF-0050,George,Farmer,RB,2015,SEA,"George Farmer, SEA RB"
GG-0100,Graham,Gano,PK,2009,CAR,"Graham Gano, CAR PK"
GG-0335,Garry,Gilliam,RT,2014,SEA,"Garry Gilliam, SEA RT"
GG-0342,Graham,Glasgow,LG,2016,DET,"Graham Glasgow, DET LG"
GG-0350,Gino,Gradkowski,C,2012,CAR,"Gino Gradkowski, CAR C"
GG-0450,Garrett,Grayson,QB,2015,NO,"Garrett Grayson, NO QB"
GG-0462,Garrett,Griffin,TE,2016,NO,"Garrett Griffin, NO TE"
GG-0475,Geneo,Grissom,LDE,2015,NE,"Geneo Grissom, NE LDE"
GG-0487,Glenn,Gronkowski,FB,2016,NE,"Glenn Gronkowski, NE FB"
GH-1050,Gerald,Hodges,LILB,2013,SF,"Gerald Hodges, SF LILB"
GH-1087,Gabe,Holmes,TE,2015,OAK,"Gabe Holmes, OAK TE"
GI-0100,Germain,Ifedi,RG,2016,SEA,"Germain Ifedi, SEA RG"
GI-0200,Gabe,Ikard,C,2014,CLE,"Gabe Ikard, CLE C"
GI-1300,George,Iloka,FS,2012,CIN,"George Iloka, CIN FS"
GJ-0050,Gabe,Jackson,RG,2014,OAK,"Gabe Jackson, OAK RG"
GJ-0250,Grady,Jarrett,DT,2015,ATL,"Grady Jarrett, ATL DT"
GJ-0800,George,Johnson,LDE,2010,TB,"George Johnson, TB LDE"
GJ-0850,Gus,Johnson,RB,2015,PIT,"Gus Johnson, PIT RB"
GM-0025,Greg,Mancz,C,2015,HOU,"Greg Mancz, HOU C"
GM-0050,Gabe,Martin,RILB,2015,ARI,"Gabe Martin, ARI RILB"
GM-0500,Gerald,McCoy,LDT,2010,TB,"Gerald McCoy, TB LDT"
GO-0100,Greg,Olsen,TE,2007,CAR,"Greg Olsen, CAR TE"
GP-0500,Givens,Price,RT,2016,ARI,"Givens Price, ARI RT"
GQ-0100,Glover,Quin,FS,2009,DET,"Glover Quin, DET FS"
GR-0300,Garrett,Reynolds,LT,2009,DET,"Garrett Reynolds, DET LT"
GR-0320,Gerald,Rivers,RDE,2013,HOU,"Gerald Rivers, HOU RDE"
GR-0450,Greg,Robinson,LT,2014,LA,"Greg Robinson, LA LT"
GS-0200,Garrison,Sanborn,LS,2009,BUF,"Garrison Sanborn, BUF LS"
GS-0750,Greg,Scruggs,TE,2012,NE,"Greg Scruggs, NE TE"
GS-1031,Gannon,Sinclair,TE,2015,JAC,"Gannon Sinclair, JAC TE"
GS-1037,Garrison,Smith,LDE,2014,SEA,"Garrison Smith, SEA LDE"
GS-1050,Geno,Smith,QB,2013,NYJ,"Geno Smith, NYJ QB"
GS-1400,Geoff,Swaim,TE,2015,DAL,"Geoff Swaim, DAL TE"
GT-0100,Golden,Tate,LWR,2010,DET,"Golden Tate, DET LWR"
GT-0300,Greg,Toler,LCB,2009,WAS,"Greg Toler, WAS LCB"
GW-0400,Greg,Warren,LS,2005,PIT,"Greg Warren, PIT LS"
GW-1650,George,Winn,RB,2013,NYG,"George Winn, NYG RB"
GW-1675,Glenn,Winston,RB,2014,CLE,"Glenn Winston, CLE RB"
GW-2000,Gabe,Wright,NT,2015,CLE,"Gabe Wright, CLE NT"
GZ-2000,Greg,Zuerlein,PK,2012,LA,"Greg Zuerlein, LA PK"
HA-0400,Henry,Anderson,LDE,2015,IND,"Henry Anderson, IND LDE"
HB-0150,Houston,Bates,WLB,2015,WAS,"Houston Bates, WAS WLB"
HC-0050,Ha Ha,Clinton-Dix,FS,2014,GB,"Ha Ha Clinton-Dix, GB FS"
HD-0300,Harry,Douglas,LWR,2008,TEN,"Harry Douglas, TEN LWR"
HG-0250,Hroniss,Grasu,C,2015,CHI,"Hroniss Grasu, CHI C"
HH-0225,Hunter,Henry,TE,2016,SD,"Hunter Henry, SD TE"
HJ-0300,Howard,Jones,RDE,2014,TB,"Howard Jones, TB RDE"
HJ-0400,Harold,Jones-Quartey,SS,2015,CHI,"Harold Jones-Quartey, CHI SS"
HK-0100,Hau'oli,Kikaha,SLB,2015,NO,"Hau'oli Kikaha, NO SLB"
HK-0200,Henry,Krieger-Coble,TE,2016,DEN,"Henry Krieger-Coble, DEN TE"
HM-0150,Harlan,Miller,RCB,2016,ARI,"Harlan Miller, ARI RCB"
HN-0300,Haloti,Ngata,RDT,2006,DET,"Haloti Ngata, DET RDT"
HP-0200,Hayes,Pullard,MLB,2015,JAC,"Hayes Pullard, JAC MLB"
HR-0100,Hassan,Ridgeway,LDE,2016,IND,"Hassan Ridgeway, IND LDE"
HS-0050,Hunter,Sharp,LWR,2016,DEN,"Hunter Sharp, DEN LWR"
HS-0130,Harrison,Smith,FS,2012,MIN,"Harrison Smith, MIN FS"
HT-0600,Hugh,Thornton,LG,2013,IND,"Hugh Thornton, IND LG"
HV-0100,Halapoulivaati,Vaitai,RT,2016,PHI,"Halapoulivaati Vaitai, PHI RT"
HV-0200,Hakeem,Valles,TE,2016,ARI,"Hakeem Valles, ARI TE"
HW-0150,Herb,Waters,LCB,2016,GB,"Herb Waters, GB LCB"
IA-0100,Isa,Abdul-Quddus,FS,2011,MIA,"Isa Abdul-Quddus, MIA FS"
IB-0125,Isaiah,Battle,RT,2015,KC,"Isaiah Battle, KC RT"
IB-0250,Isaiah,Burse,LWR,2014,SD,"Isaiah Burse, SD LWR"
IC-0025,Isiah,Cage,RG,2016,IND,"Isiah Cage, IND RG"
IC-0050,Ibraheim,Campbell,SS,2015,CLE,"Ibraheim Campbell, CLE SS"
IC-0300,Isaiah,Crowell,RB,2014,CLE,"Isaiah Crowell, CLE RB"
IE-0200,I.K.,Enemkpali,OLB,2014,BUF,"I.K. Enemkpali, BUF OLB"
IF-0250,Isaac,Fruechte,LWR,2015,MIN,"Isaac Fruechte, MIN LWR"
II-0300,Iosia,Iosia,LDE,2016,DEN,"Iosia Iosia, DEN LDE"
IJ-0050,Isaiah,Johnson,SS,2015,LA,"Isaiah Johnson, LA SS"
IJ-0075,Isaiah,Johnson,FS,2016,TB,"Isaiah Johnson, TB FS"
IM-0300,Ifeanyi,Momah,TE,2013,ARI,"Ifeanyi Momah, ARI TE"
IS-0125,Isaac,Seumalo,LG,2016,PHI,"Isaac Seumalo, PHI LG"
IS-0150,Ian,Silberman,RT,2015,OAK,"Ian Silberman, OAK RT"
IW-0025,Ian,Wells,LCB,2016,DET,"Ian Wells, DET LCB"
IW-0250,Isaiah,Williams,LT,2016,WAS,"Isaiah Williams, WAS LT"
IW-0300,Ishaq,Williams,RDE,2016,NYG,"Ishaq Williams, NYG RDE"
JA-0050,Jared,Abbrederis,SWR,2014,DET,"Jared Abbrederis, DET SWR"
JA-0230,Jeff,Adams,LG,2012,NYJ,"Jeff Adams, NYJ LG"
JA-0245,Jerell,Adams,TE,2016,NYG,"Jerell Adams, NYG TE"
JA-0280,Jahleel,Addae,SS,2013,SD,"Jahleel Addae, SD SS"
JA-0350,Jude,Adjei-Barimah,RCB,2015,TB,"Jude Adjei-Barimah, TB RCB"
JA-0450,Jay,Ajayi,RB,2015,MIA,"Jay Ajayi, MIA RB"
JA-0550,Jack,Allen,C,2016,NO,"Jack Allen, NO C"
JA-1025,Javorius,Allen,RB,2015,BAL,"Javorius Allen, BAL RB"
JA-1050,Jeff,Allen,RG,2012,HOU,"Jeff Allen, HOU RG"
JA-1075,Josh,Allen,C,2014,TB,"Josh Allen, TB C"
JA-1250,Jace,Amaro,TE,2014,TEN,"Jace Amaro, TEN TE"
JA-1820,Jonathan,Anderson,RILB,2015,CHI,"Jonathan Anderson, CHI RILB"
JA-1890,Josh,Andrews,C,2014,PHI,"Josh Andrews, PHI C"
JA-2825,Jeremiah,Attaochu,LOLB,2014,SD,"Jeremiah Attaochu, SD LOLB"
JB-0200,Jonathan,Babineaux,DT,2005,ATL,"Jonathan Babineaux, ATL DT"
JB-0450,Johnson,Bademosi,LCB,2012,DET,"Johnson Bademosi, DET LCB"
JB-1250,Johnthan,Banks,LCB,2013,CHI,"Johnthan Banks, CHI LCB"
JB-1350,Joe,Banyard,RB,2012,JAC,"Joe Banyard, JAC RB"
JB-1400,Joe,Barksdale,RT,2011,SD,"Joe Barksdale, SD RT"
JB-1975,Jimmy,Bean,RDE,2016,OAK,"Jimmy Bean, OAK RDE"
JB-2700,Joique,Bell,RB,2010,DET,"Joique Bell, DET RB"
JB-2950,Josh,Bellamy,RWR,2012,CHI,"Josh Bellamy, CHI RWR"
JB-3200,Joe,Berger,C,2005,MIN,"Joe Berger, MIN C"
JB-3275,Jordan,Berry,P,2015,PIT,"Jordan Berry, PIT P"
JB-3350,Justin,Bethel,LCB,2012,ARI,"Justin Bethel, ARI LCB"
JB-3525,Jace,Billingsley,SWR,2016,DET,"Jace Billingsley, DET SWR"
JB-3550,Joel,Bitonio,LG,2014,CLE,"Joel Bitonio, CLE LG"
JB-4450,Joey,Bosa,LDE,2016,SD,"Joey Bosa, SD LDE"
JB-4550,Jonathan,Bostic,MLB,2013,DET,"Jonathan Bostic, DET MLB"
JB-4750,Josh,Boyce,RWR,2013,CLE,"Josh Boyce, CLE RWR"
JB-4975,James,Bradberry,LCB,2016,CAR,"James Bradberry, CAR LCB"
JB-5150,Jake,Brendel,C,2016,MIA,"Jake Brendel, MIA C"
JB-5725,Jacoby,Brissett,QB,2016,NE,"Jacoby Brissett, NE QB"
JB-5750,Justin,Britt,C,2014,SEA,"Justin Britt, SEA C"
JB-5775,Jay,Bromley,LDT,2014,NYG,"Jay Bromley, NYG LDT"
JB-6725,Jamon,Brown,LG,2015,LA,"Jamon Brown, LA LG"
JB-6750,Jaron,Brown,LWR,2013,ARI,"Jaron Brown, ARI LWR"
JB-6825,Jatavis,Brown,LILB,2016,SD,"Jatavis Brown, SD LILB"
JB-6950,John,Brown,RWR,2014,ARI,"John Brown, ARI RWR"
JB-6975,Jon,Brown,PK,2016,CIN,"Jon Brown, CIN PK"
JB-7250,Jarell,Broxton,LG,2016,BAL,"Jarell Broxton, BAL LG"
JB-7450,Jonathan,Bullard,DE,2016,CHI,"Jonathan Bullard, CHI DE"
JB-7650,James,Burgess,RILB,2016,CLE,"James Burgess, CLE RILB"
JB-7950,Juston,Burris,LCB,2016,NYJ,"Juston Burris, NYJ LCB"
JB-8200,Jermon,Bushrod,RG,2007,MIA,"Jermon Bushrod, MIA RG"
JB-8550,Jeremy,Butler,RWR,2014,SD,"Jeremy Butler, SD RWR"
JB-8700,Josh,Bynes,OLB,2011,DET,"Josh Bynes, DET OLB"
JB-8800,Jairus,Byrd,FS,2009,NO,"Jairus Byrd, NO FS"
JC-0250,Joe,Callahan,QB,2016,GB,"Joe Callahan, GB QB"
JC-0400,Jordan,Cameron,TE,2011,MIA,"Jordan Cameron, MIA TE"
JC-0650,Joe,Cardona,LS,2015,NE,"Joe Cardona, NE LS"
JC-1000,James,Carpenter,LG,2011,NYJ,"James Carpenter, NYJ LG"
JC-1700,Jurrell,Casey,DT,2011,TEN,"Jurrell Casey, TEN DT"
JC-1750,Jeremy,Cash,WLB,2016,CAR,"Jeremy Cash, CAR WLB"
JC-1800,Jonathan,Casillas,WLB,2009,NYG,"Jonathan Casillas, NYG WLB"
JC-2300,Jamaal,Charles,RB,2008,KC,"Jamaal Charles, KC RB"
JC-2562,Joe,Cheek,LG,2016,KC,"Joe Cheek, KC LG"
JC-3350,Jadeveon,Clowney,LDE,2014,HOU,"Jadeveon Clowney, HOU LDE"
JC-3518,Justin,Coleman,LCB,2015,NE,"Justin Coleman, NE LCB"
JC-3525,Jalen,Collins,RCB,2015,ATL,"Jalen Collins, ATL RCB"
JC-3550,Jamie,Collins,OLB,2013,CLE,"Jamie Collins, CLE OLB"
JC-4000,Jon,Condo,LS,2005,OAK,"Jon Condo, OAK LS"
JC-4050,Jack,Conklin,RT,2016,TEN,"Jack Conklin, TEN RT"
JC-4300,Jared,Cook,TE,2009,GB,"Jared Cook, GB TE"
JC-4550,Jonathan,Cooper,RG,2013,DAL,"Jonathan Cooper, DAL RG"
JC-5450,Jerome,Couplin,FS,2014,LA,"Jerome Couplin, LA FS"
JC-5475,James,Cowser,SLB,2016,OAK,"James Cowser, OAK SLB"
JC-5560,Jack,Crawford,RDT,2012,DAL,"Jack Crawford, DAL RDT"
JC-5630,Jared,Crick,RDE,2012,DEN,"Jared Crick, DEN RDE"
JC-5670,John,Crockett,RB,2015,GB,"John Crockett, GB RB"
JC-5680,Jamison,Crowder,SWR,2015,WAS,"Jamison Crowder, WAS SWR"
JC-5900,Jeff,Cumberland,TE,2010,SD,"Jeff Cumberland, SD TE"
JC-6025,Jerome,Cunningham,TE,2014,TEN,"Jerome Cunningham, TEN TE"
JC-6075,Justin,Currie,SS,2015,CLE,"Justin Currie, CLE SS"
JC-6200,Jay,Cutler,QB,2006,CHI,"Jay Cutler, CHI QB"
JC-6400,Johnathan,Cyprien,SS,2013,JAC,"Johnathan Cyprien, JAC SS"
JD-0012,Joe,Dahl,RG,2016,DET,"Joe Dahl, DET RG"
JD-0025,Jordan,Dangerfield,FS,2013,PIT,"Jordan Dangerfield, PIT FS"
JD-0850,Jesse,Davis,RT,2015,MIA,"Jesse Davis, MIA RT"
JD-1600,John,Denney,LS,2005,MIA,"John Denney, MIA LS"
JD-1650,James,Develin,RB,2010,NE,"James Develin, NE RB"
JD-1750,Jordan,Devey,LT,2013,KC,"Jordan Devey, KC LT"
JD-2350,Josh,Doctson,RWR,2016,WAS,"Josh Doctson, WAS RWR"
JD-2500,Jon,Dorenbos,LS,2003,PHI,"Jon Dorenbos, PHI LS"
JD-2512,Jamil,Douglas,LG,2015,NE,"Jamil Douglas, NE LG"
JD-2525,Jonathan,Dowling,FS,2014,BUF,"Jonathan Dowling, BUF FS"
JD-2550,Jack,Doyle,TE,2013,IND,"Jack Doyle, IND TE"
JD-2600,Jim,Dray,TE,2010,SF,"Jim Dray, SF TE"
JD-2800,Justin,Drescher,LS,2010,NO,"Justin Drescher, NO LS"
JD-2850,Jeff,Driskel,QB,2016,CIN,"Jeff Driskel, CIN QB"
JD-3300,Justin,Durant,WLB,2007,DAL,"Justin Durant, DAL WLB"
JE-0100,Julian,Edelman,SWR,2009,NE,"Julian Edelman, NE SWR"
JE-0325,Javien,Elliott,LCB,2016,TB,"Javien Elliott, TB LCB"
JE-0350,Jay,Elliott,LOLB,2014,GB,"Jay Elliott, GB LOLB"
JE-0450,Justin,Ellis,NT,2014,OAK,"Justin Ellis, OAK NT"
JE-1000,Jahri,Evans,RG,2006,NO,"Jahri Evans, NO RG"
JE-1200,Joshua,Evans,FS,2013,WAS,"Joshua Evans, WAS FS"
JF-0250,Jason,Fanaika,ROLB,2016,PIT,"Jason Fanaika, PIT ROLB"
JF-0950,Jon,Feliciano,C,2015,OAK,"Jon Feliciano, OAK C"
JF-1000,Jerome,Felton,FB,2008,BUF,"Jerome Felton, BUF FB"
JF-1150,James,Ferentz,C,2014,DEN,"James Ferentz, DEN C"
JF-1250,Josh,Ferguson,RB,2016,IND,"Josh Ferguson, IND RB"
JF-1750,Jake,Fisher,LT,2015,CIN,"Jake Fisher, CIN LT"
JF-1900,Joe,Flacco,QB,2008,BAL,"Joe Flacco, BAL QB"
JF-2150,Jacob,Flores,C,2016,GB,"Jacob Flores, GB C"
JF-2750,Josh,Forrest,MLB,2016,LA,"Josh Forrest, LA MLB"
JF-2800,Justin,Forsett,RB,2008,DEN,"Justin Forsett, DEN RB"
JF-2950,Jalston,Fowler,FB,2015,TEN,"Jalston Fowler, TEN FB"
JF-3060,Jerrell,Freeman,RILB,2008,CHI,"Jerrell Freeman, CHI RILB"
JF-3150,Jonathan,Freeny,WLB,2011,NE,"Jonathan Freeny, NE WLB"
JF-3450,John,Fullington,LG,2014,NO,"John Fullington, NO LG"
JG-0400,Junior,Galette,RES,2010,WAS,"Junior Galette, WAS RES"
JG-0625,Joshua,Garnett,RG,2016,SF,"Joshua Garnett, SF RG"
JG-0650,Jimmy,Garoppolo,QB,2014,NE,"Jimmy Garoppolo, NE QB"
JG-1050,Jeremiah,George,MLB,2014,DAL,"Jeremiah George, DAL MLB"
JG-1550,Jacoby,Glenn,RCB,2015,CHI,"Jacoby Glenn, CHI RCB"
JG-1850,Jared,Goff,QB,2016,LA,"Jared Goff, LA QB"
JG-2450,Josh,Gordon,SUS,2012,CLE,"Josh Gordon, CLE SUS"
JG-2900,Jimmy,Graham,TE,2010,SEA,"Jimmy Graham, SEA TE"
JG-2950,Jakeem,Grant,SWR,2016,MIA,"Jakeem Grant, MIA SWR"
JG-3100,John,Greco,RG,2008,CLE,"John Greco, CLE RG"
JG-3700,Jermaine,Gresham,TE,2010,ARI,"Jermaine Gresham, ARI TE"
JG-3850,Jonathan,Grimes,RB,2012,HOU,"Jonathan Grimes, HOU RB"
JH-0100,Joe,Haden,LCB,2010,CLE,"Joe Haden, CLE LCB"
JH-0106,Joe,Haeg,RT,2016,IND,"Joe Haeg, IND RT"
JH-0112,Jacob,Hagen,FS,2015,PIT,"Jacob Hagen, PIT FS"
JH-0150,Jon,Halapio,LG,2014,NYG,"Jon Halapio, NYG LG"
JH-0450,Jimmy,Hall,ROLB,2015,KC,"Jimmy Hall, KC ROLB"
JH-0750,Justin,Hamilton,LDT,2015,PHI,"Justin Hamilton, PHI LDT"
JH-0775,Je'Ron,Hamm,TE,2014,SF,"Je'Ron Hamm, SF TE"
JH-0840,Johnathan,Hankins,RDT,2013,NYG,"Johnathan Hankins, NYG RDT"
JH-0860,James,Hanna,RES,2012,DAL,"James Hanna, DAL RES"
JH-1350,Justin,Hardy,LWR,2015,ATL,"Justin Hardy, ATL LWR"
JH-1375,Javon,Hargrave,NT,2016,PIT,"Javon Hargrave, PIT NT"
JH-2050,Josh,Harris,LS,2012,ATL,"Josh Harris, ATL LS"
JH-2100,James,Harrison,ROLB,2002,PIT,"James Harrison, PIT ROLB"
JH-2150,Jarvis,Harrison,RG,2015,TB,"Jarvis Harrison, TB RG"
JH-2250,Jonotthan,Harrison,LG,2014,IND,"Jonotthan Harrison, IND LG"
JH-2850,Jerald,Hawkins,LG,2016,PIT,"Jerald Hawkins, PIT LG"
JH-2875,Josh,Hawkins,LCB,2016,GB,"Josh Hawkins, GB LCB"
JH-2900,Joe,Hawley,C,2010,TB,"Joe Hawley, TB C"
JH-3210,Jeff,Heath,FS,2013,DAL,"Jeff Heath, DAL FS"
JH-3220,Joel,Heath,LDE,2016,HOU,"Joel Heath, HOU LDE"
JH-3230,Johnny,Hekker,P,2012,LA,"Johnny Hekker, LA P"
JH-3450,Javontee,Herndon,LWR,2014,SD,"Javontee Herndon, SD LWR"
JH-3625,Jeff,Heuerman,TE,2015,DEN,"Jeff Heuerman, DEN TE"
JH-3675,Jordan,Hicks,MLB,2015,PHI,"Jordan Hicks, PHI MLB"
JH-4025,Jeremy,Hill,RB,2014,CIN,"Jeremy Hill, CIN RB"
JH-4050,Jordan,Hill,DT,2013,JAC,"Jordan Hill, JAC DT"
JH-4070,Josh,Hill,TE,2013,NO,"Josh Hill, NO TE"
JH-5125,Johnny,Holton,RWR,2016,OAK,"Johnny Holton, OAK RWR"
JH-5150,J.P.,Holtz,TE,2016,CLE,"J.P. Holtz, CLE TE"
JH-5500,Justin,Houston,LOLB,2011,KC,"Justin Houston, KC LOLB"
JH-5550,Jaye,Howard,LDE,2012,KC,"Jaye Howard, KC LDE"
JH-5575,Jordan,Howard,RB,2016,CHI,"Jordan Howard, CHI RB"
JH-5650,Julian,Howsare,RDE,2015,NYJ,"Julian Howsare, NYJ RDE"
JH-5750,Josh,Huff,LWR,2014,TB,"Josh Huff, TB LWR"
JH-5900,Jerry,Hughes,OLB,2010,BUF,"Jerry Hughes, BUF OLB"
JH-5950,John,Hughes,RDT,2012,TB,"John Hughes, TB RDT"
JH-6075,Joey,Hunt,C,2016,SEA,"Joey Hunt, SEA C"
JH-6400,Justin,Hunter,RWR,2013,BUF,"Justin Hunter, BUF RWR"
JH-6500,James,Hurst,LT,2014,BAL,"James Hurst, BAL LT"
JI-0200,James,Ihedigbo,SS,2007,BUF,"James Ihedigbo, BUF SS"
JJ-0650,Ja'Wuan,James,RT,2014,MIA,"Ja'Wuan James, MIA RT"
JJ-0725,Jesse,James,TE,2015,PIT,"Jesse James, PIT TE"
JJ-0775,Jeff,Janis,LWR,2014,GB,"Jeff Janis, GB LWR"
JJ-0800,J.J.,Jansen,LS,2008,CAR,"J.J. Jansen, CAR LS"
JJ-1550,Janoris,Jenkins,RCB,2012,NYG,"Janoris Jenkins, NYG RCB"
JJ-1600,Jarvis,Jenkins,RDE,2011,KC,"Jarvis Jenkins, KC RDE"
JJ-1620,Jelani,Jenkins,WLB,2013,MIA,"Jelani Jenkins, MIA WLB"
JJ-1650,John,Jenkins,LDT,2013,SEA,"John Jenkins, SEA LDT"
